,PLAYER_NAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,metadata_source
5,Tim Hardaway Jr.,25.000000:47,5.0,14.0,0.357,3.0,9.0,0.333,3.0,4.0,0.75,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,16.0,19.0,2022-01-14 DAL @ MEM
6,Marquese Chriss,15.000000:36,6.0,7.0,0.857,1.0,2.0,0.5,2.0,4.0,0.5,1.0,5.0,6.0,1.0,0.0,0.0,1.0,2.0,15.0,9.0,2022-01-14 DAL @ MEM
7,Reggie Bullock,20.000000:37,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,10.0,31.0,2022-01-14 DAL @ MEM
8,Josh Green,9.000000:46,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2022-01-14 DAL @ MEM
9,Sterling Brown,6.000000:29,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,2022-01-14 DAL @ MEM
10,Frank Ntilikina,3.000000:14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2022-01-14 DAL @ MEM
11,Trey Burke,3.000000:14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2022-01-14 DAL @ MEM
12,Dorian Finney-Smith,22.000000:49,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,2022-01-15 DAL vs. ORL
13,Maxi Kleber,19.000000:27,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,13.0,2022-01-15 DAL vs. ORL
14,Kristaps Porzingis,27.000000:45,4.0,8.0,0.5,2.0,3.0,0.667,9.0,12.0,0.75,2.0,5.0,7.0,0.0,1.0,1.0,1.0,3.0,19.0,14.0,2022-01-15 DAL vs. ORL
15,Jalen Brunson,27.000000:49,8.0,11.0,0.727,1.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,1.0,19.0,10.0,2022-01-15 DAL vs. ORL
16,Luka Doncic,31.000000:23,7.0,19.0,0.368,1.0,6.0,0.167,8.0,9.0,0.889,1.0,8.0,9.0,3.0,0.0,0.0,1.0,3.0,23.0,20.0,2022-01-15 DAL vs. ORL
17,Dwight Powell,13.000000:27,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,2022-01-15 DAL vs. ORL
18,Tim Hardaway Jr.,23.000000:07,4.0,13.0,0.308,3.0,9.0,0.333,6.0,7.0,0.857,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,17.0,6.0,2022-01-15 DAL vs. ORL
19,Reggie Bullock,18.000000:30,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,13.0,2022-01-15 DAL vs. ORL
20,Josh Green,25.000000:11,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,4.0,7.0,7.0,2022-01-15 DAL vs. ORL
21,Sterling Brown,14.000000:21,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,-7.0,2022-01-15 DAL vs. ORL
22,Marquese Chriss,6.000000:07,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,2022-01-15 DAL vs. ORL
23,Frank Ntilikina,6.000000:07,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,-3.0,2022-01-15 DAL vs. ORL
24,Trey Burke,3.000000:57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2022-01-15 DAL vs. ORL
11,Dorian Finney-Smith,34.000000:11,6.0,11.0,0.545,4.0,7.0,0.571,1.0,2.0,0.5,4.0,6.0,10.0,2.0,2.0,0.0,2.0,2.0,17.0,1.0,2022-01-17 DAL vs. OKC
12,Maxi Kleber,14.000000:36,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,2022-01-17 DAL vs. OKC
13,Kristaps Porzingis,27.000000:33,6.0,11.0,0.545,1.0,4.0,0.25,0.0,0.0,0.0,1.0,7.0,8.0,1.0,1.0,4.0,2.0,4.0,13.0,4.0,2022-01-17 DAL vs. OKC
14,Jalen Brunson,37.000000:47,5.0,13.0,0.385,0.0,3.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,8.0,2.0,0.0,2.0,4.0,14.0,14.0,2022-01-17 DAL vs. OKC
15,Luka Doncic,38.000000:40,4.0,17.0,0.235,0.0,6.0,0.0,12.0,14.0,0.857,2.0,9.0,11.0,12.0,3.0,3.0,2.0,2.0,20.0,12.0,2022-01-17 DAL vs. OKC
16,Dwight Powell,20.000000:07,3.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,10.0,-1.0,2022-01-17 DAL vs. OKC
17,Tim Hardaway Jr.,33.000000:14,4.0,14.0,0.286,3.0,7.0,0.429,1.0,2.0,0.5,0.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,12.0,0.0,2022-01-17 DAL vs. OKC
18,Josh Green,17.000000:47,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,-9.0,2022-01-17 DAL vs. OKC
19,Sterling Brown,4.000000:30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2022-01-17 DAL vs. OKC
20,Frank Ntilikina,8.000000:00,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,2022-01-17 DAL vs. OKC
21,Trey Burke,3.000000:35,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,2022-01-17 DAL vs. OKC
11,Dorian Finney-Smith,35.000000:02,4.0,11.0,0.364,1.0,6.0,0.167,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,0.0,1.0,1.0,9.0,6.0,2022-01-19 DAL vs. TOR
12,Maxi Kleber,24.000000:58,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,5.0,0.0,5.0,2022-01-19 DAL vs. TOR
13,Kristaps Porzingis,33.000000:28,5.0,10.0,0.5,0.0,2.0,0.0,8.0,8.0,1.0,1.0,6.0,7.0,2.0,1.0,0.0,5.0,0.0,18.0,-2.0,2022-01-19 DAL vs. TOR
14,Jalen Brunson,33.000000:13,4.0,11.0,0.364,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,8.0,4.0,2022-01-19 DAL vs. TOR
15,Luka Doncic,42.000000:16,13.0,24.0,0.542,4.0,10.0,0.4,11.0,12.0,0.917,2.0,12.0,14.0,7.0,1.0,0.0,4.0,2.0,41.0,7.0,2022-01-19 DAL vs. TOR
16,Tim Hardaway Jr.,26.000000:56,7.0,10.0,0.7,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,16.0,-1.0,2022-01-19 DAL vs. TOR
17,Dwight Powell,17.000000:12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2022-01-19 DAL vs. TOR
18,Reggie Bullock,17.000000:45,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2022-01-19 DAL vs. TOR
19,Josh Green,6.000000:51,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,-4.0,2022-01-19 DAL vs. TOR
20,Frank Ntilikina,2.000000:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2022-01-19 DAL vs. TOR
13,Dorian Finney-Smith,31.000000:60,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,1.0,4.0,5.0,-10.0,2022-01-20 DAL vs. PHX
14,Maxi Kleber,27.000000:08,3.0,9.0,0.333,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,2.0,2.0,9.0,-10.0,2022-01-20 DAL vs. PHX
15,Kristaps Porzingis,32.000000:17,7.0,15.0,0.467,2.0,4.0,0.5,2.0,2.0,1.0,2.0,9.0,11.0,1.0,0.0,2.0,1.0,5.0,18.0,-2.0,2022-01-20 DAL vs. PHX
16,Jalen Brunson,34.000000:45,8.0,13.0,0.615,1.0,2.0,0.5,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,6.0,3.0,19.0,-16.0,2022-01-20 DAL vs. PHX
17,Luka Doncic,38.000000:08,9.0,23.0,0.391,2.0,9.0,0.222,8.0,11.0,0.727,1.0,7.0,8.0,8.0,1.0,0.0,8.0,1.0,28.0,-7.0,2022-01-20 DAL vs. PHX
18,Dwight Powell,14.000000:21,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,-2.0,2022-01-20 DAL vs. PHX
19,Tim Hardaway Jr.,28.000000:17,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,11.0,-6.0,2022-01-20 DAL vs. PHX
20,Reggie Bullock,20.000000:11,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2022-01-20 DAL vs. PHX
21,Josh Green,11.000000:11,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,2022-01-20 DAL vs. PHX
22,Frank Ntilikina,1.000000:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2022-01-20 DAL vs. PHX
13,Dorian Finney-Smith,35.000000:30,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,3.0,4.0,7.0,4.0,2.0,2.0,1.0,2.0,9.0,12.0,2022-01-23 DAL vs. MEM
14,Maxi Kleber,23.000000:55,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,0.667,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,7.0,13.0,2022-01-23 DAL vs. MEM
15,Kristaps Porzingis,25.000000:36,6.0,11.0,0.545,2.0,7.0,0.286,1.0,3.0,0.333,1.0,7.0,8.0,2.0,0.0,6.0,0.0,6.0,15.0,15.0,2022-01-23 DAL vs. MEM
16,Jalen Brunson,30.000000:30,3.0,8.0,0.375,0.0,1.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,13.0,8.0,2022-01-23 DAL vs. MEM
17,Luka Doncic,37.000000:60,13.0,25.0,0.52,2.0,7.0,0.286,9.0,12.0,0.75,2.0,9.0,11.0,9.0,3.0,1.0,5.0,2.0,37.0,15.0,2022-01-23 DAL vs. MEM
18,Dwight Powell,20.000000:34,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,5.0,6.0,-5.0,2022-01-23 DAL vs. MEM
19,Tim Hardaway Jr.,26.000000:01,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,9.0,7.0,2022-01-23 DAL vs. MEM
20,Reggie Bullock,20.000000:55,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,2022-01-23 DAL vs. MEM
21,Josh Green,14.000000:44,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,2022-01-23 DAL vs. MEM
22,Trey Burke,1.000000:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2022-01-23 DAL vs. MEM
23,Marquese Chriss,1.000000:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2022-01-23 DAL vs. MEM
24,Theo Pinson,1.000000:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2022-01-23 DAL vs. MEM
0,Dorian Finney-Smith,26.000000:21,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,-13.0,2022-01-25 DAL @ GSW
1,Maxi Kleber,23.000000:42,2.0,3.0,0.667,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,8.0,-12.0,2022-01-25 DAL @ GSW
2,Kristaps Porzingis,25.000000:22,4.0,15.0,0.267,1.0,7.0,0.143,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,2.0,3.0,2.0,9.0,-17.0,2022-01-25 DAL @ GSW
3,Jalen Brunson,36.000000:04,5.0,12.0,0.417,1.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,11.0,-22.0,2022-01-25 DAL @ GSW
4,Luka Doncic,26.000000:46,7.0,17.0,0.412,4.0,7.0,0.571,7.0,7.0,1.0,1.0,7.0,8.0,3.0,0.0,0.0,2.0,3.0,25.0,-19.0,2022-01-25 DAL @ GSW
5,Dwight Powell,4.000000:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,2022-01-25 DAL @ GSW
6,Tim Hardaway Jr.,10.000000:14,2.0,5.0,0.4,1.0,3.0,0.333,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,-4.0,2022-01-25 DAL @ GSW
7,Reggie Bullock,23.000000:59,2.0,6.0,0.333,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,6.0,-16.0,2022-01-25 DAL @ GSW
8,Josh Green,21.000000:39,2.0,8.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,4.0,-25.0,2022-01-25 DAL @ GSW
9,Frank Ntilikina,18.000000:03,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,-23.0,2022-01-25 DAL @ GSW
10,Marquese Chriss,8.000000:21,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,-14.0,2022-01-25 DAL @ GSW
11,Trey Burke,7.000000:31,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-9.0,2022-01-25 DAL @ GSW
12,Theo Pinson,7.000000:31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.0,2022-01-25 DAL @ GSW
0,Dorian Finney-Smith,28.000000:12,4.0,7.0,0.571,2.0,5.0,0.4,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,11.0,16.0,2022-01-26 DAL @ POR
1,Maxi Kleber,26.000000:41,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,2.0,12.0,1.0,2022-01-26 DAL @ POR
2,Kristaps Porzingis,27.000000:07,8.0,18.0,0.444,1.0,3.0,0.333,5.0,6.0,0.833,0.0,5.0,5.0,1.0,1.0,0.0,3.0,5.0,22.0,-2.0,2022-01-26 DAL @ POR
3,Jalen Brunson,34.000000:50,9.0,15.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,1.0,5.0,6.0,11.0,0.0,0.0,0.0,2.0,20.0,16.0,2022-01-26 DAL @ POR
4,Luka Doncic,37.000000:19,4.0,11.0,0.364,2.0,6.0,0.333,5.0,8.0,0.625,0.0,10.0,10.0,15.0,1.0,0.0,3.0,1.0,15.0,11.0,2022-01-26 DAL @ POR
5,Dwight Powell,18.000000:29,5.0,5.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,2.0,3.0,5.0,0.0,2.0,1.0,0.0,4.0,15.0,23.0,2022-01-26 DAL @ POR
6,Reggie Bullock,24.000000:58,5.0,8.0,0.625,4.0,7.0,0.571,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,15.0,21.0,2022-01-26 DAL @ POR
7,Josh Green,15.000000:10,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,9.0,2.0,2022-01-26 DAL @ POR
8,Marquese Chriss,7.000000:06,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2022-01-26 DAL @ POR
9,Frank Ntilikina,15.000000:12,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,10.0,2022-01-26 DAL @ POR
10,Theo Pinson,2.000000:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26 DAL @ POR
11,Trey Burke,2.000000:28,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-26 DAL @ POR
12,Dorian Finney-Smith,28.000000:16,2.0,5.0,0.4,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,0.0,1.0,1.0,2.0,5.0,27.0,2022-01-29 DAL vs. IND
13,Maxi Kleber,23.000000:28,5.0,9.0,0.556,3.0,5.0,0.6,2.0,2.0,1.0,2.0,12.0,14.0,1.0,1.0,0.0,0.0,3.0,15.0,11.0,2022-01-29 DAL vs. IND
14,Kristaps Porzingis,11.000000:27,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2022-01-29 DAL vs. IND
15,Jalen Brunson,32.000000:24,6.0,12.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,13.0,13.0,2022-01-29 DAL vs. IND
16,Luka Doncic,31.000000:45,12.0,21.0,0.571,4.0,9.0,0.444,2.0,7.0,0.286,1.0,5.0,6.0,12.0,1.0,2.0,1.0,0.0,30.0,34.0,2022-01-29 DAL vs. IND
17,Dwight Powell,20.000000:12,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,10.0,13.0,2022-01-29 DAL vs. IND
18,Reggie Bullock,24.000000:15,8.0,11.0,0.727,6.0,8.0,0.75,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,21.0,2022-01-29 DAL vs. IND
19,Josh Green,24.000000:10,4.0,6.0,0.667,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,12.0,10.0,2022-01-29 DAL vs. IND
20,Frank Ntilikina,17.000000:28,3.0,6.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,-2.0,2022-01-29 DAL vs. IND
21,Marquese Chriss,16.000000:21,2.0,8.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,4.0,11.0,2022-01-29 DAL vs. IND
22,Theo Pinson,5.000000:07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,2022-01-29 DAL vs. IND
23,Trey Burke,5.000000:07,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,2022-01-29 DAL vs. IND
0,Dorian Finney-Smith,38.000000:47,3.0,9.0,0.333,3.0,6.0,0.5,1.0,2.0,0.5,2.0,3.0,5.0,2.0,0.0,1.0,2.0,4.0,10.0,6.0,2022-01-30 DAL @ ORL
1,Maxi Kleber,27.000000:27,2.0,8.0,0.25,2.0,7.0,0.286,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,6.0,-10.0,2022-01-30 DAL @ ORL
2,Dwight Powell,21.000000:50,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,4.0,8.0,-1.0,2022-01-30 DAL @ ORL
3,Jalen Brunson,35.000000:10,6.0,11.0,0.545,2.0,3.0,0.667,1.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,15.0,-5.0,2022-01-30 DAL @ ORL
4,Luka Doncic,37.000000:34,13.0,22.0,0.591,4.0,9.0,0.444,4.0,6.0,0.667,0.0,12.0,12.0,11.0,1.0,0.0,6.0,3.0,34.0,11.0,2022-01-30 DAL @ ORL
5,Reggie Bullock,31.000000:11,3.0,10.0,0.3,3.0,8.0,0.375,1.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,0.0,2.0,2.0,10.0,-1.0,2022-01-30 DAL @ ORL
6,Josh Green,21.000000:53,4.0,6.0,0.667,2.0,2.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,11.0,-3.0,2022-01-30 DAL @ ORL
7,Marquese Chriss,18.000000:56,6.0,12.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,2.0,14.0,5.0,2022-01-30 DAL @ ORL
8,Frank Ntilikina,3.000000:23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-8.0,2022-01-30 DAL @ ORL
9,Trey Burke,3.000000:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2022-01-30 DAL @ ORL
14,Dorian Finney-Smith,42.000000:37,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,2.0,3.0,-13.0,2022-02-02 DAL vs. OKC
15,Maxi Kleber,42.000000:14,4.0,9.0,0.444,2.0,6.0,0.333,0.0,0.0,0.0,4.0,4.0,8.0,2.0,3.0,4.0,0.0,2.0,10.0,0.0,2022-02-02 DAL vs. OKC
16,Dwight Powell,12.000000:33,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,-1.0,2022-02-02 DAL vs. OKC
17,Jalen Brunson,42.000000:33,10.0,18.0,0.556,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0,0.0,6.0,5.0,20.0,3.0,2022-02-02 DAL vs. OKC
18,Luka Doncic,42.000000:48,16.0,33.0,0.485,5.0,13.0,0.385,3.0,4.0,0.75,1.0,5.0,6.0,10.0,3.0,0.0,3.0,3.0,40.0,-17.0,2022-02-02 DAL vs. OKC
19,Marquese Chriss,14.000000:23,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,6.0,-7.0,2022-02-02 DAL vs. OKC
20,Reggie Bullock,38.000000:18,8.0,16.0,0.5,5.0,13.0,0.385,2.0,2.0,1.0,1.0,7.0,8.0,1.0,3.0,0.0,0.0,1.0,23.0,3.0,2022-02-02 DAL vs. OKC
21,Josh Green,18.000000:34,2.0,6.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,2.0,2022-02-02 DAL vs. OKC
22,Frank Ntilikina,10.000000:60,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2022-02-02 DAL vs. OKC
12,Reggie Bullock,36.000000:09,5.0,14.0,0.357,4.0,11.0,0.364,6.0,6.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,20.0,8.0,2022-02-04 DAL vs. PHI
13,Dorian Finney-Smith,39.000000:23,5.0,12.0,0.417,3.0,8.0,0.375,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,13.0,14.0,2022-02-04 DAL vs. PHI
14,Dwight Powell,34.000000:19,6.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,0.0,3.0,5.0,14.0,9.0,2022-02-04 DAL vs. PHI
15,Jalen Brunson,38.000000:35,7.0,15.0,0.467,1.0,4.0,0.25,4.0,5.0,0.8,1.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,19.0,1.0,2022-02-04 DAL vs. PHI
16,Luka Doncic,40.000000:26,13.0,28.0,0.464,1.0,6.0,0.167,6.0,9.0,0.667,3.0,10.0,13.0,15.0,2.0,0.0,3.0,1.0,33.0,19.0,2022-02-04 DAL vs. PHI
17,Marquese Chriss,10.000000:53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,-1.0,2022-02-04 DAL vs. PHI
