PLAYER_ID,MIN,FGM,FGA,FG3M,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
1629150,1288,2.0,3.0,0.0,3.0,5.0,0.6,1.0,5.0,6.0,2.0,0.0,0.0,5.0,4.0,10.0
1630814,1442,5.0,7.0,4.0,2.0,3.0,0.667,2.0,2.0,4.0,2.0,3.0,0.0,0.0,2.0,17.0
1630312,69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1630602,1697,3.0,14.0,1.0,2.0,3.0,0.667,3.0,2.0,5.0,2.0,1.0,0.0,1.0,2.0,9.0
1630321,1660,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,5.0,5.0
1630643,1710,6.0,11.0,0.0,1.0,2.0,0.5,4.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,14.0
1630222,2252,10.0,16.0,6.0,3.0,4.0,0.75,1.0,4.0,5.0,4.0,2.0,0.0,3.0,5.0,31.0
1630644,2069,6.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,4.0,0.0,4.0,1.0,17.0
1629906,891,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0
1629203,1151,1.0,1.0,0.0,1.0,3.0,0.333,1.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,4.0
1628238,1652,7.0,15.0,2.0,2.0,3.0,0.667,2.0,4.0,6.0,2.0,1.0,0.0,3.0,3.0,19.0
1629682,804,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0
201281,514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
1628382,2104,11.0,21.0,6.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,30.0
1630624,1931,9.0,11.0,1.0,2.0,3.0,0.667,3.0,5.0,8.0,3.0,2.0,0.0,2.0,3.0,22.0
1630791,1747,4.0,6.0,0.0,1.0,1.0,1.0,1.0,10.0,11.0,4.0,1.0,6.0,3.0,2.0,10.0
1630711,1649,2.0,7.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,6.0
1630637,2101,9.0,25.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,11.0,2.0,0.0,2.0,0.0,21.0
204147,906,4.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,3.0,1.0,9.0
1630919,1133,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,7.0
1630319,1455,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
1630351,1182,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1630664,192,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
1630243,1933,10.0,15.0,5.0,0.0,1.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,2.0,25.0
1630237,1657,7.0,14.0,4.0,0.0,0.0,0.0,1.0,7.0,8.0,2.0,0.0,1.0,2.0,0.0,18.0
1629662,1694,8.0,13.0,2.0,2.0,2.0,1.0,5.0,7.0,12.0,5.0,1.0,0.0,1.0,1.0,21.0
1630227,1584,4.0,15.0,2.0,1.0,2.0,0.5,3.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,12.0
1630837,1849,8.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,20.0
1630189,1208,5.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,10.0
1630342,1243,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,0.0,1.0,4.0
1630287,1413,6.0,14.0,2.0,1.0,4.0,0.25,1.0,5.0,6.0,9.0,1.0,0.0,1.0,1.0,15.0
1628390,1129,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0
1630232,376,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1629361,315,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0
203748,1751,2.0,8.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,1.0,0.0,0.0,1.0,3.0,6.0
