LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO
20,1612709904,SXF,Sioux Falls,46,18,14,33,4,3,1,14,6,11
20,1612709911,IWA,Iowa,48,11,10,5,4,3,0,12,6,19
