PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
2772,Trevor,Ariza,1   ,1610612747,Los Angeles,Lakers,LAL
1630643,Jay,Huff,30  ,1610612747,Los Angeles,Lakers,LAL
1629134,Kendrick,Nunn,12  ,1610612747,Los Angeles,Lakers,LAL
2544,LeBron,James,6   ,1610612747,Los Angeles,Lakers,LAL
1629659,Talen,Horton-Tucker,5   ,1610612747,Los Angeles,Lakers,LAL
1630466,Gabriel,Deck,6   ,1610612760,Oklahoma City,Thunder,OKC
1630544,Tre,Mann,23  ,1610612760,Oklahoma City,Thunder,OKC
1630249,Vit,Krejci,27  ,1610612760,Oklahoma City,Thunder,OKC
1630598,Aaron,Wiggins,21  ,1610612760,Oklahoma City,Thunder,OKC
1628778,Paul,Watson,8   ,1610612760,Oklahoma City,Thunder,OKC
