PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1629012,Collin,Sexton,2   ,1610612739,Cleveland,Cavaliers,CLE
1629605,Tacko,Fall,99  ,1610612739,Cleveland,Cavaliers,CLE
1630171,Isaac,Okoro,35  ,1610612739,Cleveland,Cavaliers,CLE
1629164,Brandon,Goodwin,26  ,1610612739,Cleveland,Cavaliers,CLE
1629005,Malik,Newman,14  ,1610612739,Cleveland,Cavaliers,CLE
201937,Ricky,Rubio,3   ,1610612739,Cleveland,Cavaliers,CLE
203081,Damian,Lillard,0   ,1610612757,Portland,Trail Blazers,POR
1629833,Keljin,Blevins,21  ,1610612757,Portland,Trail Blazers,POR
1626204,Larry,Nance Jr.,11  ,1610612757,Portland,Trail Blazers,POR
203468,CJ,McCollum,3   ,1610612757,Portland,Trail Blazers,POR
