PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
203506,Victor,Oladipo,4   ,1610612748,Miami,Heat,MIA
202710,Jimmy,Butler,22  ,1610612748,Miami,Heat,MIA
1628997,Caleb,Martin,16  ,1610612748,Miami,Heat,MIA
1628389,Bam,Adebayo,13  ,1610612748,Miami,Heat,MIA
202693,Markieff,Morris,8   ,1610612748,Miami,Heat,MIA
1630607,Chris,Smith,0   ,1610612765,Detroit,Pistons,DET
1630240,Saben,Lee,38  ,1610612765,Detroit,Pistons,DET
1630191,Isaiah,Stewart,28  ,1610612765,Detroit,Pistons,DET
203585,Rodney,McGruder,17  ,1610612765,Detroit,Pistons,DET
203924,Jerami,Grant,9   ,1610612765,Detroit,Pistons,DET
1630165,Killian,Hayes,7   ,1610612765,Detroit,Pistons,DET
1630595,Cade,Cunningham,2   ,1610612765,Detroit,Pistons,DET
