GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS
2022-04-02T00:00:00,12,2022100504,3,Final,20220402/STOSLC,1612709903,1612709914,2021,4,,NBAGLeague.com,Q4  - NBAGLeague.com,1
