PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
203504,Trey,Burke,3   ,1610612742,Dallas,Mavericks,DAL
1629029,Luka,Doncic,77  ,1610612742,Dallas,Mavericks,DAL
1628467,Maxi,Kleber,42  ,1610612742,Dallas,Mavericks,DAL
1626161,Willie,Cauley-Stein,33  ,1610612742,Dallas,Mavericks,DAL
1630605,JaQuori,McLaughlin,30  ,1610612742,Dallas,Mavericks,DAL
203493,Reggie,Bullock,25  ,1610612742,Dallas,Mavericks,DAL
203501,Tim,Hardaway Jr.,11  ,1610612742,Dallas,Mavericks,DAL
1630570,Trendon,Watford,2   ,1610612757,Portland,Trail Blazers,POR
203469,Cody,Zeller,40  ,1610612757,Portland,Trail Blazers,POR
203496,Robert,Covington,33  ,1610612757,Portland,Trail Blazers,POR
203463,Ben,McLemore,23  ,1610612757,Portland,Trail Blazers,POR
1629833,Keljin,Blevins,21  ,1610612757,Portland,Trail Blazers,POR
1628372,Dennis,Smith Jr.,10  ,1610612757,Portland,Trail Blazers,POR
203468,CJ,McCollum,3   ,1610612757,Portland,Trail Blazers,POR
