GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2021-12-15T00:00:00,4,0022100420,1610612747,LAL,Los Angeles,Lakers,16-13,33,14,26,20,14,0,0,0,0,0,0,0,0,0,107
2021-12-15T00:00:00,4,0022100420,1610612742,DAL,Dallas,Mavericks,14-14,23,27,23,20,11,0,0,0,0,0,0,0,0,0,104
