LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO
00,1610612749,MIL,Milwaukee,32,6,12,6,6,7,1,5,7,5
00,1610612744,GSW,Golden State,36,20,8,21,6,7,2,12,9,17
