GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-04-01T00:00:00,5,2022100491,1612709890,AUS,Austin,Spurs,13-18,31,23,28,26,4,0,0,0,0,0,0,0,0,0,112
2022-04-01T00:00:00,5,2022100491,1612709902,SCW,Santa Cruz,Warriors,15-17,31,33,25,19,10,0,0,0,0,0,0,0,0,0,118
