GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-02-05T00:00:00,3,0022100798,1610612764,WAS,Washington,Wizards,24-28,21,11,19,29,0,0,0,0,0,0,0,0,0,0,80
2022-02-05T00:00:00,3,0022100798,1610612756,PHX,Phoenix,Suns,42-10,33,26,26,10,0,0,0,0,0,0,0,0,0,0,95
