LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PTS_PAINT,PTS_2ND_CHANCE,PTS_FB,LARGEST_LEAD,LEAD_CHANGES,TIMES_TIED,TEAM_TURNOVERS,TOTAL_TURNOVERS,TEAM_REBOUNDS,PTS_OFF_TO
20,1612709905,SBL,South Bay,54,13,13,17,15,9,2,19,12,20
20,1612709924,ACC,Agua Caliente,60,13,18,7,15,9,0,15,6,20
