GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-02-15T00:00:00,3,2022100272,1612709923,WCB,Windy City,Bulls,7-10,26,22,34,29,0,0,0,0,0,0,0,0,0,0,111
2022-02-15T00:00:00,3,2022100272,1612709927,WIS,Wisconsin,Herd,6-9,17,29,37,18,0,0,0,0,0,0,0,0,0,0,101
