PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1630606,Javonte,Smart,6   ,1610612749,Milwaukee,Bucks,MIL
201572,Brook,Lopez,11  ,1610612749,Milwaukee,Bucks,MIL
1630572,Sandro,Mamukelashvili,54  ,1610612749,Milwaukee,Bucks,MIL
1628382,Justin,Jackson,43  ,1610612738,Boston,Celtics,BOS
101139,CJ,Miles,34  ,1610612738,Boston,Celtics,BOS
1628981,Bruno,Fernando,28  ,1610612738,Boston,Celtics,BOS
1630573,Sam,Hauser,30  ,1610612738,Boston,Celtics,BOS
1629684,Grant,Williams,12  ,1610612738,Boston,Celtics,BOS
203471,Dennis,Schroder,71  ,1610612738,Boston,Celtics,BOS
1626196,Josh,Richardson,8   ,1610612738,Boston,Celtics,BOS
1630174,Aaron,Nesmith,26  ,1610612738,Boston,Celtics,BOS
201143,Al,Horford,42  ,1610612738,Boston,Celtics,BOS
202683,Enes,Freedom,13  ,1610612738,Boston,Celtics,BOS
