PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1630533,Ziaire,Williams,8   ,1610612763,Memphis,Grizzlies,MEM
1630241,Sam,Merrill,25  ,1610612763,Memphis,Grizzlies,MEM
1629634,Brandon,Clarke,15  ,1610612763,Memphis,Grizzlies,MEM
1628991,Jaren,Jackson Jr.,13  ,1610612763,Memphis,Grizzlies,MEM
1629630,Ja,Morant,12  ,1610612763,Memphis,Grizzlies,MEM
1630224,Jalen,Green,0   ,1610612745,Houston,Rockets,HOU
1630586,Usman,Garuba,16  ,1610612745,Houston,Rockets,HOU
1630227,Daishen,Nix,15  ,1610612745,Houston,Rockets,HOU
201569,Eric,Gordon,10  ,1610612745,Houston,Rockets,HOU
1629645,Kevin,Porter Jr.,3   ,1610612745,Houston,Rockets,HOU
202322,John,Wall,1   ,1610612745,Houston,Rockets,HOU
