PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
202322,John,Wall,1   ,1610612745,Houston,Rockets,HOU
1626174,Christian,Wood,35  ,1610612745,Houston,Rockets,HOU
1630237,Anthony,Lamb,33  ,1610612745,Houston,Rockets,HOU
1630243,Trevelin,Queen,21  ,1610612745,Houston,Rockets,HOU
203471,Dennis,Schroder,17  ,1610612745,Houston,Rockets,HOU
201569,Eric,Gordon,10  ,1610612745,Houston,Rockets,HOU
1630597,DJ,Stewart,16  ,1610612759,San Antonio,Spurs,SAS
1629641,Romeo,Langford,35  ,1610612759,San Antonio,Spurs,SAS
1630218,Robert,Woodard II,28  ,1610612759,San Antonio,Spurs,SAS
1629719,Devontae,Cacok,18  ,1610612759,San Antonio,Spurs,SAS
203926,Doug,McDermott,17  ,1610612759,San Antonio,Spurs,SAS
