PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1629028,Deandre,Ayton,22  ,1610612756,Phoenix,Suns,PHX
1627846,Abdel,Nader,11  ,1610612756,Phoenix,Suns,PHX
203967,Dario,Saric,20  ,1610612756,Phoenix,Suns,PHX
1630688,Ish,Wainright,12  ,1610612756,Phoenix,Suns,PHX
203109,Jae,Crowder,99  ,1610612756,Phoenix,Suns,PHX
1626163,Frank,Kaminsky,8   ,1610612756,Phoenix,Suns,PHX
1630581,Josh,Giddey,3   ,1610612760,Oklahoma City,Thunder,OKC
1630544,Tre,Mann,23  ,1610612760,Oklahoma City,Thunder,OKC
1630249,Vit,Krejci,27  ,1610612760,Oklahoma City,Thunder,OKC
1630526,Jeremiah,Robinson-Earl,50  ,1610612760,Oklahoma City,Thunder,OKC
1628983,Shai,Gilgeous-Alexander,2   ,1610612760,Oklahoma City,Thunder,OKC
1629647,Darius,Bazley,7   ,1610612760,Oklahoma City,Thunder,OKC
1630197,Aleksej,Pokusevski,17  ,1610612760,Oklahoma City,Thunder,OKC
