PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1630172,Patrick,Williams,44  ,1610612741,Chicago,Bulls,CHI
1629653,Devon,Dotson,3   ,1610612741,Chicago,Bulls,CHI
1629632,Coby,White,0   ,1610612741,Chicago,Bulls,CHI
202696,Nikola,Vucevic,9   ,1610612741,Chicago,Bulls,CHI
202695,Kawhi,Leonard,2   ,1610612746,LA,Clippers,LAC
201586,Serge,Ibaka,9   ,1610612746,LA,Clippers,LAC
202694,Marcus,Morris Sr.,8   ,1610612746,LA,Clippers,LAC
1630553,Keon,Johnson,45  ,1610612746,LA,Clippers,LAC
1630527,Brandon,Boston Jr.,4   ,1610612746,LA,Clippers,LAC
1630554,Jason,Preston,17  ,1610612746,LA,Clippers,LAC
