PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1626162,Kelly,Oubre Jr.,12  ,1610612766,Charlotte,Hornets,CHA
1630176,Vernon,Carey Jr.,22  ,1610612766,Charlotte,Hornets,CHA
1630575,Scottie,Lewis,16  ,1610612766,Charlotte,Hornets,CHA
1629083,Arnoldas,Kulboka,98  ,1610612766,Charlotte,Hornets,CHA
1628371,Jonathan,Isaac,1   ,1610612753,Orlando,Magic,ORL
1628976,Wendell,Carter Jr.,34  ,1610612753,Orlando,Magic,ORL
1628964,Mo,Bamba,5   ,1610612753,Orlando,Magic,ORL
202734,E'Twaun,Moore,55  ,1610612753,Orlando,Magic,ORL
1628365,Markelle,Fultz,20  ,1610612753,Orlando,Magic,ORL
203487,Michael,Carter-Williams,7   ,1610612753,Orlando,Magic,ORL
