PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1630169,Tyrese,Haliburton,0   ,1610612758,Sacramento,Kings,SAC
1630218,Robert,Woodard II,17  ,1610612758,Sacramento,Kings,SAC
1629056,Terence,Davis,3   ,1610612758,Sacramento,Kings,SAC
1629674,Neemias,Queta,88  ,1610612758,Sacramento,Kings,SAC
1629663,Louis,King,23  ,1610612758,Sacramento,Kings,SAC
1628380,Zach,Collins,23  ,1610612759,San Antonio,Spurs,SAS
1629111,Jock,Landale,34  ,1610612759,San Antonio,Spurs,SAS
1629719,Devontae,Cacok,16  ,1610612759,San Antonio,Spurs,SAS
1627751,Jakob,Poeltl,25  ,1610612759,San Antonio,Spurs,SAS
1628966,Keita,Bates-Diop,31  ,1610612759,San Antonio,Spurs,SAS
