PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1630162,Anthony,Edwards,1   ,1610612750,Minnesota,Timberwolves,MIN
1630593,McKinley,Wright IV,25  ,1610612750,Minnesota,Timberwolves,MIN
201976,Patrick,Beverley,22  ,1610612750,Minnesota,Timberwolves,MIN
203081,Damian,Lillard,0   ,1610612757,Portland,Trail Blazers,POR
1629712,Didi,Louzada,35  ,1610612757,Portland,Trail Blazers,POR
203994,Jusuf,Nurkic,27  ,1610612757,Portland,Trail Blazers,POR
1630190,Elijah,Hughes,19  ,1610612757,Portland,Trail Blazers,POR
1628404,Josh,Hart,11  ,1610612757,Portland,Trail Blazers,POR
1629642,Nassir,Little,9   ,1610612757,Portland,Trail Blazers,POR
204060,Joe,Ingles,00  ,1610612757,Portland,Trail Blazers,POR
