GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022100132,1612709921,Nets,LIN,Long Island,240.000000:00,42,95,0.442,12,39,0.308,10,16,0.625,17,35,52,26,8,8,13,18,115,3.0
2022100132,1612709910,Mad Ants,FWN,Fort Wayne,240.000000:00,39,96,0.406,17,43,0.395,11,13,0.846,13,36,49,25,9,5,14,24,112,-3.0
