GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100990,1610612762,Jazz,UTA,Utah,240.000000:00,42,81,0.519,17,46,0.37,22,27,0.815,6,44,50,31,3,5,9,23,123,38.0
0022100990,1610612757,Trail Blazers,POR,Portland,240.000000:00,29,89,0.326,9,36,0.25,18,22,0.818,9,27,36,19,4,2,9,23,85,-38.0
