GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2052100076,1612709889,OKL,Oklahoma City,1628778,Paul Watson,Paul,F,,30.000000:48,7.0,12.0,0.583,1.0,5.0,0.2,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,18.0,-10.0
2052100076,1612709889,OKL,Oklahoma City,1629658,Jaylen Hoard,Jaylen,F,,27.000000:56,2.0,9.0,0.222,0.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,9.0,2.0,1.0,0.0,3.0,1.0,6.0,-17.0
2052100076,1612709889,OKL,Oklahoma City,1628391,D.J. Wilson,D.J.,C,,24.000000:52,5.0,13.0,0.385,1.0,2.0,0.5,1.0,2.0,0.5,4.0,3.0,7.0,2.0,1.0,0.0,4.0,2.0,13.0,-16.0
2052100076,1612709889,OKL,Oklahoma City,1630544,Tre Mann,Tre,G,,28.000000:35,6.0,15.0,0.4,1.0,4.0,0.25,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,15.0,-21.0
2052100076,1612709889,OKL,Oklahoma City,1630177,Theo Maledon,Theo,G,,33.000000:00,6.0,15.0,0.4,2.0,4.0,0.5,0.0,0.0,0.0,1.0,8.0,9.0,3.0,1.0,0.0,0.0,1.0,14.0,-9.0
2052100076,1612709889,OKL,Oklahoma City,1630249,Vit Krejci,Vit,,,26.000000:14,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,0.0,1.0,4.0,9.0,8.0
2052100076,1612709889,OKL,Oklahoma City,1630306,Rob Edwards,Rob,,,21.000000:49,6.0,14.0,0.429,2.0,8.0,0.25,3.0,4.0,0.75,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,18.0,9.0
2052100076,1612709889,OKL,Oklahoma City,1630846,Olivier Sarr,Olivier,,,7.000000:33,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,-2.0
2052100076,1612709889,OKL,Oklahoma City,1628982,Melvin Frazier Jr.,Melvin,,,20.000000:16,2.0,7.0,0.286,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,-1.0
2052100076,1612709889,OKL,Oklahoma City,1630322,Lindy Waters III,Lindy,,,13.000000:31,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,-10.0
