GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100942,1610612761,Raptors,TOR,Toronto,240.000000:00,36,83,0.434,7,26,0.269,27,36,0.75,14,27,41,12,5,4,10,22,106,-2.0
0022100942,1610612765,Pistons,DET,Detroit,240.000000:00,38,84,0.452,11,37,0.297,21,28,0.75,11,31,42,25,4,5,9,29,108,2.0
