GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042100144,1610612756,Suns,PHX,Phoenix,240.000000:00,43,85,0.506,7,27,0.259,10,15,0.667,12,27,39,33,6,3,12,28,103,-15.0
0042100144,1610612740,Pelicans,NOP,New Orleans,240.000000:00,40,85,0.471,6,24,0.25,32,42,0.762,19,29,48,20,8,3,8,16,118,15.0
