GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022101008,1610612749,Bucks,MIL,Milwaukee,240.000000:00,38,92,0.413,17,44,0.386,16,23,0.696,8,31,39,27,8,2,4,16,109,-13.0
0022101008,1610612744,Warriors,GSW,Golden State,240.000000:00,45,93,0.484,18,45,0.4,14,15,0.933,12,43,55,33,3,7,10,19,122,13.0
