GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100251,1610612743,DEN,Denver,201145,Jeff Green,Jeff,F,,30.000000:28,6.0,10.0,0.6,1.0,5.0,0.2,6.0,8.0,0.75,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,19.0,-12.0
0022100251,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,30.000000:11,7.0,14.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,4.0,6.0,10.0,4.0,2.0,0.0,4.0,3.0,16.0,-15.0
0022100251,1610612743,DEN,Denver,203210,JaMychal Green,JaMychal,C,,24.000000:55,5.0,9.0,0.556,2.0,4.0,0.5,2.0,2.0,1.0,3.0,5.0,8.0,4.0,0.0,0.0,0.0,3.0,14.0,-22.0
0022100251,1610612743,DEN,Denver,203115,Will Barton,Will,G,,28.000000:08,4.0,15.0,0.267,0.0,4.0,0.0,2.0,5.0,0.4,1.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,10.0,-7.0
0022100251,1610612743,DEN,Denver,1628420,Monte Morris,Monte,G,,23.000000:05,3.0,8.0,0.375,2.0,4.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,10.0,-18.0
0022100251,1610612743,DEN,Denver,1630267,Facundo Campazzo,Facundo,,,26.000000:51,3.0,8.0,0.375,2.0,7.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,8.0,-25.0
0022100251,1610612743,DEN,Denver,203085,Austin Rivers,Austin,,,27.000000:53,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,-20.0
0022100251,1610612743,DEN,Denver,1628408,PJ Dozier,PJ,,,21.000000:02,0.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,0.75,0.0,7.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,-9.0
0022100251,1610612743,DEN,Denver,1630538,Bones Hyland,Bones,,,2.000000:20,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0
0022100251,1610612743,DEN,Denver,1630210,Markus Howard,Markus,,,10.000000:36,1.0,8.0,0.125,1.0,5.0,0.2,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-4.0
0022100251,1610612743,DEN,Denver,1629626,Bol Bol,Bol,,,7.000000:28,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
0022100251,1610612743,DEN,Denver,1627822,Petr Cornelie,Petr,,,7.000000:03,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-5.0
