GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100863,1610612761,Raptors,TOR,Toronto,240.000000:00,29,95,0.305,8,34,0.235,24,31,0.774,19,25,44,8,7,3,6,14,90,-30.0
0022100863,1610612740,Pelicans,NOP,New Orleans,240.000000:00,45,77,0.584,16,35,0.457,14,16,0.875,4,43,47,36,4,7,13,24,120,30.0
