GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100142,1610612764,Wizards,WAS,Washington,240.000000:00,41,81,0.506,11,27,0.407,8,13,0.615,4,38,42,24,8,8,19,16,101,7.0
0022100142,1610612749,Bucks,MIL,Milwaukee,240.000000:00,37,94,0.394,10,36,0.278,10,18,0.556,16,33,49,17,14,3,12,10,94,-7.0
