GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100120,1610612762,Jazz,UTA,Utah,240.000000:00,41,81,0.506,17,41,0.415,17,23,0.739,8,38,46,30,6,4,14,20,116,18.0
0022100120,1610612737,Hawks,ATL,Atlanta,240.000000:00,35,82,0.427,7,28,0.25,21,26,0.808,5,27,32,18,11,4,9,24,98,-18.0
