GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022100090,1612709927,Herd,WIS,Wisconsin,240.000000:00,39,97,0.402,11,44,0.25,9,10,0.9,10,40,50,23,8,2,16,14,104,-29.0
2022100090,1612709921,Nets,LIN,Long Island,240.000000:00,51,101,0.505,21,53,0.396,6,9,0.667,10,46,56,31,13,1,13,16,133,29.0
