GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022100159,1612709914,Kings,STO,Stockton,240.000000:00,38,79,0.481,10,26,0.385,9,14,0.643,7,34,41,20,8,2,13,17,103,9.0
2022100159,1612709924,Clippers,ACC,Agua Caliente,240.000000:00,31,79,0.392,12,33,0.364,11,14,0.786,7,34,41,22,9,3,17,20,94,-9.0
