GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022100209,1612709932,MCC,Motor City,1630199,Cassius Stanley,Cassius,F,,19.000000:40,2.0,4.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,-9.0
2022100209,1612709932,MCC,Motor City,1630607,Chris Smith,Chris,F,,27.000000:45,1.0,9.0,0.111,1.0,5.0,0.2,7.0,7.0,1.0,2.0,7.0,9.0,2.0,1.0,1.0,2.0,2.0,11.0,2.0
2022100209,1612709932,MCC,Motor City,1630568,Luka Garza,Luka,C,,35.000000:20,8.0,14.0,0.571,1.0,4.0,0.25,2.0,3.0,0.667,6.0,4.0,10.0,2.0,3.0,1.0,6.0,3.0,21.0,2.0
2022100209,1612709932,MCC,Motor City,1628476,Derrick Walton Jr.,Derrick,G,,39.000000:21,5.0,13.0,0.385,2.0,5.0,0.4,5.0,5.0,1.0,0.0,3.0,3.0,6.0,3.0,0.0,5.0,2.0,17.0,1.0
2022100209,1612709932,MCC,Motor City,1630240,Saben Lee,Saben,G,,42.000000:07,13.0,24.0,0.542,2.0,7.0,0.286,7.0,8.0,0.875,2.0,5.0,7.0,7.0,1.0,0.0,4.0,2.0,38.0,2.0
2022100209,1612709932,MCC,Motor City,1629309,Trayvon Palmer,Trayvon,,,31.000000:46,3.0,9.0,0.333,1.0,7.0,0.143,3.0,3.0,1.0,2.0,5.0,7.0,0.0,1.0,0.0,2.0,4.0,12.0,3.0
2022100209,1612709932,MCC,Motor City,1629686,Deividas Sirvydis,Deividas,,,20.000000:50,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,4.0,10.0
2022100209,1612709932,MCC,Motor City,1627767,Cheick Diallo,Cheick,,,14.000000:39,4.0,6.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,10.0,1.0,0.0,1.0,2.0,5.0,10.0,1.0
2022100209,1612709932,MCC,Motor City,1628532,ShawnDre Jones,ShawnDre,,,18.000000:32,2.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,3.0
2022100209,1612709932,MCC,Motor City,1628654,Devon Baulkman,Devon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022100209,1612709932,MCC,Motor City,1628575,Jaylen Johnson,Jaylen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022100209,1612709932,MCC,Motor City,1630697,Anthony Tarke,Anthony,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022100209,1612709932,MCC,Motor City,1630770,Justin Turner,Justin,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022100209,1612709929,CPS,College Park,204038,Langston Galloway,Langston,F,,37.000000:59,8.0,20.0,0.4,2.0,6.0,0.333,1.0,1.0,1.0,3.0,4.0,7.0,6.0,2.0,1.0,2.0,2.0,20.0,-2.0
2022100209,1612709929,CPS,College Park,1630552,Jalen Johnson,Jalen,F,,40.000000:47,9.0,17.0,0.529,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,8.0,7.0,1.0,2.0,6.0,3.0,19.0,10.0
2022100209,1612709929,CPS,College Park,1629460,Justin Tillman,Justin,C,,41.000000:26,12.0,22.0,0.545,0.0,0.0,0.0,2.0,3.0,0.667,5.0,5.0,10.0,1.0,2.0,0.0,1.0,3.0,27.0,-6.0
2022100209,1612709929,CPS,College Park,1627760,Cat Barber,Cat,G,,31.000000:03,4.0,11.0,0.364,1.0,3.0,0.333,2.0,6.0,0.333,1.0,4.0,5.0,9.0,1.0,0.0,2.0,1.0,11.0,0.0
2022100209,1612709929,CPS,College Park,1630536,Sharife Cooper,Sharife,G,,14.000000:05,1.0,4.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,4.0,-5.0
2022100209,1612709929,CPS,College Park,1630707,Malik Ellison,Malik,,,33.000000:55,7.0,11.0,0.636,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,6.0,1.0,0.0,1.0,3.0,6.0,17.0,-11.0
2022100209,1612709929,CPS,College Park,1630639,A.J. Lawson,A.J.,,,22.000000:12,4.0,10.0,0.4,1.0,6.0,0.167,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,10.0,-8.0
2022100209,1612709929,CPS,College Park,1627875,Marcus Georges-Hunt,Marcus,,,14.000000:54,4.0,5.0,0.8,1.0,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,10.0,2.0
2022100209,1612709929,CPS,College Park,1630261,Jahlil Tripp,Jahlil,,,13.000000:39,3.0,7.0,0.429,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,6.0,5.0
2022100209,1612709929,CPS,College Park,1626296,Jordan Sibert,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022100209,1612709929,CPS,College Park,1630801,Ibi Watson,Ibi,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
