GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,STARTERS_BENCH,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
0022100440,1610612758,Kings,SAC,Sacramento,Starters,176.000000:15,30,67,0.448,12,27,0.444,14,18,0.778,6,25,31,19,5,3,12,13,86
0022100440,1610612758,Kings,SAC,Sacramento,Bench,28.000000:29,2,7,0.286,0,0,0.0,4,4,1.0,3,4,7,2,0,1,4,3,8
0022100440,1610612763,Grizzlies,MEM,Memphis,Starters,149.000000:28,31,65,0.477,8,14,0.571,17,21,0.81,9,23,32,13,4,2,8,8,87
0022100440,1610612763,Grizzlies,MEM,Memphis,Bench,48.000000:42,5,14,0.357,2,6,0.333,0,0,0.0,2,7,9,3,3,0,2,11,12
