GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022101227,1610612753,Magic,ORL,Orlando,240.000000:00,45,91,0.495,23,58,0.397,12,14,0.857,6,42,48,33,4,3,8,16,125,14.0
0022101227,1610612748,Heat,MIA,Miami,240.000000:00,40,94,0.426,19,50,0.38,12,16,0.75,10,37,47,20,5,4,10,13,111,-14.0
