GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022101166,1610612764,Wizards,WAS,Washington,240.000000:00,38,82,0.463,8,21,0.381,18,20,0.9,7,25,32,21,4,2,12,14,102,-42.0
0022101166,1610612738,Celtics,BOS,Boston,240.000000:00,56,91,0.615,23,44,0.523,9,13,0.692,7,32,39,39,6,5,7,20,144,42.0
