GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022100171,1612709915,Celtics,MNE,Maine,240.000000:00,48,89,0.539,18,46,0.391,13,17,0.765,9,40,49,35,9,6,18,21,134,12.0
2022100171,1612709910,Mad Ants,FWN,Fort Wayne,240.000000:00,43,102,0.422,13,39,0.333,18,20,0.9,13,30,43,28,12,3,15,22,126,-12.0
