GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2052100120,1612709904,Skyforce,SXF,Sioux Falls,240.000000:00,38,89,0.427,12,36,0.333,4,4,1.0,10,42,52,23,5,3,15,17,96,-11.0
2052100120,1612709910,Mad Ants,FWN,Fort Wayne,240.000000:00,39,93,0.419,16,51,0.314,7,11,0.636,10,39,49,29,10,4,9,12,107,11.0
