GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100521,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,F,,25.000000:07,7.0,14.0,0.5,0.0,1.0,0.0,3.0,3.0,1.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,3.0,17.0,6.0
0022100521,1610612748,MIA,Miami,200782,P.J. Tucker,P.J.,F,,23.000000:36,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,8.0,13.0
0022100521,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,C,,30.000000:33,7.0,13.0,0.538,0.0,1.0,0.0,4.0,6.0,0.667,2.0,9.0,11.0,3.0,4.0,0.0,1.0,4.0,18.0,26.0
0022100521,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,G,,34.000000:21,5.0,10.0,0.5,4.0,8.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,17.0,10.0
0022100521,1610612748,MIA,Miami,200768,Kyle Lowry,Kyle,G,,25.000000:29,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,6.0,2.0,2.0,4.0
0022100521,1610612748,MIA,Miami,203473,Dewayne Dedmon,Dewayne,,,14.000000:53,3.0,6.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,5.0,9.0,6.0
0022100521,1610612748,MIA,Miami,1629639,Tyler Herro,Tyler,,,31.000000:52,11.0,20.0,0.55,0.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,24.0,20.0
0022100521,1610612748,MIA,Miami,1629216,Gabe Vincent,Gabe,,,24.000000:48,3.0,7.0,0.429,2.0,6.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,8.0,7.0
0022100521,1610612748,MIA,Miami,1629622,Max Strus,Max,,,16.000000:02,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,8.0
0022100521,1610612748,MIA,Miami,1629657,Kyle Guy,Kyle,,,6.000000:58,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,-7.0
