GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100885,1610612748,Heat,MIA,Miami,290.000000:00,41,102,0.402,14,48,0.292,15,23,0.652,15,41,56,31,4,5,14,23,111,4.0
0022100885,1610612766,Hornets,CHA,Charlotte,290.000000:00,38,95,0.4,10,42,0.238,21,30,0.7,17,41,58,27,6,4,18,28,107,-4.0
