GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022101042,1610612744,Warriors,GSW,Golden State,240.000000:00,32,86,0.372,11,48,0.229,13,16,0.813,7,31,38,19,8,4,8,21,88,-22.0
0022101042,1610612738,Celtics,BOS,Boston,240.000000:00,38,81,0.469,15,40,0.375,19,22,0.864,8,45,53,23,4,4,10,15,110,22.0
