GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100644,1610612740,Pelicans,NOP,New Orleans,240.000000:00,40,87,0.46,9,31,0.29,16,24,0.667,12,23,35,27,9,3,11,18,105,-15.0
0022100644,1610612751,Nets,BKN,Brooklyn,240.000000:00,46,84,0.548,12,27,0.444,16,17,0.941,9,35,44,30,5,5,14,21,120,15.0
