GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022100858,1610612764,Wizards,WAS,Washington,240.000000:00,40,85,0.471,9,29,0.31,14,18,0.778,10,35,45,21,8,3,15,16,103,9.0
0022100858,1610612765,Pistons,DET,Detroit,240.000000:00,32,85,0.376,8,23,0.348,22,27,0.815,13,31,44,19,7,3,11,19,94,-9.0
