,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,_min,_sec,min_sec
3,0022101104,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,30.000000:20,4.0,12.0,0.333,1.0,6.0,0.167,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,3.0,11.0,-4.0,30.000000,20,30.333333333333332
4,0022101104,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,36.000000:41,8.0,18.0,0.444,5.0,11.0,0.455,3.0,5.0,0.6,0.0,10.0,10.0,8.0,1.0,0.0,3.0,0.0,24.0,-22.0,36.000000,41,36.68333333333333
5,0022101104,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,26.000000:35,4.0,10.0,0.4,1.0,5.0,0.2,2.0,3.0,0.667,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,11.0,-23.0,26.000000,35,26.583333333333332
6,0022101104,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,21.000000:18,4.0,10.0,0.4,1.0,6.0,0.167,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,2.0,9.0,-6.0,21.000000,18,21.3
7,0022101104,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,16.000000:41,2.0,3.0,0.667,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,-20.0,16.000000,41,16.683333333333334
8,0022101104,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,9.000000:52,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,9.000000,52,9.866666666666667
9,0022101104,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,6.000000:00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.000000,00,6.0
10,0022101104,1610612742,DAL,Dallas,1626246,Boban Marjanovic,Boban,,,6.000000:00,1.0,2.0,0.5,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,6.000000,00,6.0
14,0022101092,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,33.000000:51,2.0,8.0,0.25,1.0,6.0,0.167,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,2.0,5.0,19.0,33.000000,51,33.85
15,0022101092,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,34.000000:49,6.0,14.0,0.429,2.0,8.0,0.25,0.0,1.0,0.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,14.0,23.0,34.000000,49,34.81666666666667
16,0022101092,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,23.000000:41,6.0,8.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,3.0,13.0,4.0,23.000000,41,23.683333333333334
17,0022101092,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,G,,33.000000:48,8.0,13.0,0.615,4.0,6.0,0.667,6.0,8.0,0.75,0.0,4.0,4.0,6.0,1.0,1.0,3.0,1.0,26.0,12.0,33.000000,48,33.8
18,0022101092,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,29.000000:03,10.0,19.0,0.526,0.0,2.0,0.0,8.0,9.0,0.889,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,28.0,11.0,29.000000,03,29.05
19,0022101092,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,19.000000:34,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,19.000000,34,19.566666666666666
20,0022101092,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,21.000000:01,2.0,5.0,0.4,0.0,3.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,2.0,0.0,0.0,3.0,5.0,6.0,17.0,21.000000,01,21.016666666666666
21,0022101092,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,21.000000:29,6.0,10.0,0.6,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,3.0,5.0,13.0,16.0,21.000000,29,21.483333333333334
22,0022101092,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,16.000000:08,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,-11.0,16.000000,08,16.133333333333333
23,0022101092,1610612742,DAL,Dallas,1630589,Moses Wright,Moses,,,3.000000:18,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,3.000000,18,3.3
24,0022101092,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,3.000000:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,3.000000,18,3.3
14,0022101079,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,36.000000:32,6.0,11.0,0.545,6.0,11.0,0.545,0.0,0.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.0,3.0,18.0,-5.0,36.000000,32,36.53333333333333
15,0022101079,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,36.000000:04,6.0,11.0,0.545,3.0,8.0,0.375,0.0,0.0,0.0,2.0,5.0,7.0,4.0,0.0,0.0,0.0,1.0,15.0,2.0,36.000000,04,36.06666666666667
16,0022101079,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,26.000000:42,8.0,8.0,1.0,0.0,0.0,0.0,6.0,7.0,0.857,3.0,5.0,8.0,2.0,2.0,1.0,0.0,6.0,22.0,5.0,26.000000,42,26.7
17,0022101079,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,31.000000:48,6.0,10.0,0.6,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,15.0,18.0,31.000000,48,31.8
18,0022101079,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:49,5.0,17.0,0.294,3.0,11.0,0.273,2.0,4.0,0.5,0.0,6.0,6.0,10.0,1.0,0.0,8.0,4.0,15.0,-7.0,37.000000,49,37.81666666666667
19,0022101079,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,23.000000:56,1.0,9.0,0.111,0.0,6.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,3.0,-8.0,23.000000,56,23.933333333333334
20,0022101079,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,28.000000:28,7.0,12.0,0.583,1.0,6.0,0.167,5.0,6.0,0.833,1.0,7.0,8.0,3.0,0.0,0.0,0.0,2.0,20.0,4.0,28.000000,28,28.466666666666665
21,0022101079,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,12.000000:04,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,-6.0,12.000000,04,12.066666666666666
22,0022101079,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,6.000000:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.000000,37,6.616666666666667
0,0022101059,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,28.000000:00,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,-22.0,28.000000,00,28.0
1,0022101059,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,25.000000:24,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,1.0,6.0,7.0,0.0,1.0,1.0,1.0,4.0,9.0,-6.0,25.000000,24,25.4
2,0022101059,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,21.000000:40,0.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,-12.0,21.000000,40,21.666666666666668
3,0022101059,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,22.000000:42,3.0,8.0,0.375,0.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,10.0,-4.0,22.000000,42,22.7
4,0022101059,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,29.000000:52,13.0,20.0,0.65,8.0,12.0,0.667,3.0,5.0,0.6,0.0,4.0,4.0,3.0,0.0,0.0,4.0,2.0,37.0,-30.0,29.000000,52,29.866666666666667
5,0022101059,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,22.000000:35,2.0,11.0,0.182,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,5.0,-13.0,22.000000,35,22.583333333333332
6,0022101059,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,16.000000:39,4.0,9.0,0.444,0.0,1.0,0.0,2.0,4.0,0.5,3.0,6.0,9.0,1.0,0.0,2.0,0.0,2.0,10.0,0.0,16.000000,39,16.65
7,0022101059,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,11.000000:48,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,6.0,2.0,-9.0,11.000000,48,11.8
8,0022101059,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,21.000000:08,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,9.0,-6.0,21.000000,08,21.133333333333333
9,0022101059,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,16.000000:51,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,5.0,16.000000,51,16.85
10,0022101059,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,23.000000:21,5.0,9.0,0.556,1.0,3.0,0.333,1.0,1.0,1.0,2.0,4.0,6.0,4.0,0.0,1.0,0.0,2.0,12.0,-8.0,23.000000,21,23.35
0,0022101046,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,F,,35.000000:40,4.0,12.0,0.333,0.0,4.0,0.0,4.0,5.0,0.8,3.0,5.0,8.0,2.0,3.0,1.0,0.0,2.0,12.0,-2.0,35.000000,40,35.666666666666664
1,0022101046,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,34.000000:10,4.0,7.0,0.571,3.0,5.0,0.6,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,3.0,3.0,11.0,-16.0,34.000000,10,34.166666666666664
2,0022101046,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,31.000000:50,6.0,9.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,14.0,-5.0,31.000000,50,31.833333333333332
3,0022101046,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,32.000000:50,10.0,14.0,0.714,2.0,3.0,0.667,2.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,24.0,-12.0,32.000000,50,32.833333333333336
4,0022101046,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,34.000000:55,5.0,20.0,0.25,2.0,10.0,0.2,5.0,9.0,0.556,1.0,6.0,7.0,10.0,0.0,1.0,6.0,0.0,17.0,-15.0,34.000000,55,34.916666666666664
5,0022101046,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,19.000000:28,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,-9.0,19.000000,28,19.466666666666665
6,0022101046,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,7.000000:36,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.000000,36,7.6
7,0022101046,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,20.000000:11,3.0,6.0,0.5,1.0,2.0,0.5,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,7.0,-7.0,20.000000,11,20.183333333333334
8,0022101046,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,9.000000:03,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,7.0,9.000000,03,9.05
9,0022101046,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,9.000000:01,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,9.000000,01,9.016666666666667
10,0022101046,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,2.000000:38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.000000,38,2.6333333333333333
11,0022101046,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,2.000000:38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.000000,38,2.6333333333333333
0,0022101036,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,F,,33.000000:18,6.0,14.0,0.429,2.0,6.0,0.333,8.0,8.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,22.0,-4.0,33.000000,18,33.3
1,0022101036,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,33.000000:42,3.0,6.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,2.0,5.0,9.0,10.0,33.000000,42,33.7
2,0022101036,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,29.000000:50,5.0,7.0,0.714,0.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,12.0,-5.0,29.000000,50,29.833333333333332
3,0022101036,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,34.000000:27,8.0,15.0,0.533,1.0,3.0,0.333,1.0,1.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,18.0,7.0,34.000000,27,34.45
4,0022101036,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:46,14.0,26.0,0.538,5.0,12.0,0.417,4.0,4.0,1.0,0.0,9.0,9.0,9.0,2.0,1.0,4.0,2.0,37.0,-4.0,38.000000,46,38.766666666666666
5,0022101036,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,30.000000:14,1.0,5.0,0.2,0.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,4.0,7.0,30.000000,14,30.233333333333334
6,0022101036,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,17.000000:54,2.0,6.0,0.333,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,17.000000,54,17.9
7,0022101036,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,3.000000:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000000,26,3.4333333333333336
8,0022101036,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,9.000000:17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9.000000,17,9.283333333333333
9,0022101036,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,9.000000:06,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-9.0,9.000000,06,9.1
0,0022101014,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,F,,37.000000:14,5.0,14.0,0.357,3.0,6.0,0.5,5.0,9.0,0.556,0.0,5.0,5.0,4.0,1.0,0.0,2.0,1.0,18.0,13.0,37.000000,14,37.233333333333334
1,0022101014,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,38.000000:17,7.0,11.0,0.636,4.0,7.0,0.571,1.0,2.0,0.5,0.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,19.0,3.0,38.000000,17,38.28333333333333
2,0022101014,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,22.000000:30,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,-9.0,22.000000,30,22.5
3,0022101014,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,36.000000:58,6.0,12.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,14.0,8.0,36.000000,58,36.96666666666667
4,0022101014,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:41,8.0,16.0,0.5,4.0,10.0,0.4,6.0,6.0,1.0,0.0,8.0,8.0,8.0,3.0,0.0,5.0,0.0,26.0,7.0,38.000000,41,38.68333333333333
5,0022101014,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,28.000000:49,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,28.000000,49,28.816666666666666
6,0022101014,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,11.000000:02,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-5.0,11.000000,02,11.033333333333333
7,0022101014,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,16.000000:34,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,9.0,-10.0,16.000000,34,16.566666666666666
8,0022101014,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,6.000000:01,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,6.000000,01,6.016666666666667
9,0022101014,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,3.000000:54,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.000000,54,3.9
0,0022100999,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,36.000000:07,3.0,9.0,0.333,2.0,8.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,8.0,3.0,36.000000,07,36.11666666666667
1,0022100999,1610612742,DAL,Dallas,1630182,Josh Green,Josh,F,,35.000000:57,4.0,10.0,0.4,1.0,2.0,0.5,1.0,1.0,1.0,3.0,3.0,6.0,1.0,4.0,2.0,0.0,4.0,10.0,-1.0,35.000000,57,35.95
2,0022100999,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,31.000000:47,9.0,11.0,0.818,0.0,0.0,0.0,8.0,9.0,0.889,6.0,6.0,12.0,3.0,0.0,2.0,2.0,2.0,26.0,19.0,31.000000,47,31.783333333333335
3,0022100999,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,G,,33.000000:02,6.0,13.0,0.462,1.0,4.0,0.25,3.0,4.0,0.75,0.0,3.0,3.0,7.0,2.0,1.0,1.0,4.0,16.0,9.0,33.000000,02,33.03333333333333
4,0022100999,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,35.000000:42,9.0,19.0,0.474,5.0,11.0,0.455,7.0,10.0,0.7,1.0,13.0,14.0,6.0,0.0,2.0,5.0,1.0,30.0,16.0,35.000000,42,35.7
5,0022100999,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,21.000000:20,2.0,10.0,0.2,1.0,7.0,0.143,1.0,2.0,0.5,1.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,6.0,10.0,21.000000,20,21.333333333333332
6,0022100999,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,4.000000:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,4.000000,18,4.3
7,0022100999,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,17.000000:13,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,-2.0,17.000000,13,17.216666666666665
8,0022100999,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,22.000000:35,6.0,11.0,0.545,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,15.0,5.0,22.000000,35,22.583333333333332
9,0022100999,1610612742,DAL,Dallas,1626246,Boban Marjanovic,Boban,,,1.000000:59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.000000,59,1.9833333333333334
11,0022100988,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,29.000000:35,0.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,6.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,-14.0,29.000000,35,29.583333333333332
12,0022100988,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,34.000000:33,4.0,9.0,0.444,1.0,4.0,0.25,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,1.0,2.0,3.0,9.0,-14.0,34.000000,33,34.55
13,0022100988,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,21.000000:27,3.0,4.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,-1.0,21.000000,27,21.45
14,0022100988,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,25.000000:19,3.0,12.0,0.25,0.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,3.0,8.0,-17.0,25.000000,19,25.316666666666666
15,0022100988,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,34.000000:02,12.0,25.0,0.48,3.0,11.0,0.273,4.0,7.0,0.571,3.0,3.0,6.0,4.0,1.0,1.0,2.0,3.0,31.0,-19.0,34.000000,02,34.03333333333333
16,0022100988,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,26.000000:30,0.0,7.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,-21.0,26.000000,30,26.5
17,0022100988,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,,,28.000000:19,3.0,8.0,0.375,2.0,4.0,0.5,5.0,8.0,0.625,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,13.0,-18.0,28.000000,19,28.316666666666666
18,0022100988,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,17.000000:58,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,-15.0,17.000000,58,17.966666666666665
19,0022100988,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,12.000000:35,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-21.0,12.000000,35,12.583333333333334
20,0022100988,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,4.000000:51,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,-5.0,4.000000,51,4.85
21,0022100988,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,4.000000:51,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,4.000000,51,4.85
15,0022100972,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,34.000000:32,1.0,5.0,0.2,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,5.0,-1.0,34.000000,32,34.53333333333333
16,0022100972,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,38.000000:47,8.0,14.0,0.571,4.0,10.0,0.4,1.0,2.0,0.5,4.0,1.0,5.0,2.0,1.0,0.0,0.0,3.0,21.0,5.0,38.000000,47,38.78333333333333
17,0022100972,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,21.000000:28,5.0,10.0,0.5,0.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0,13.0,-5.0,21.000000,28,21.466666666666665
18,0022100972,1610612742,DAL,Dallas,203915,Spencer Dinwiddie,Spencer,G,,40.000000:21,7.0,15.0,0.467,5.0,9.0,0.556,4.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,23.0,5.0,40.000000,21,40.35
19,0022100972,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:44,12.0,23.0,0.522,5.0,11.0,0.455,6.0,7.0,0.857,1.0,15.0,16.0,7.0,3.0,1.0,3.0,3.0,35.0,5.0,37.000000,44,37.733333333333334
20,0022100972,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,,,27.000000:09,3.0,11.0,0.273,2.0,7.0,0.286,0.0,2.0,0.0,0.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,8.0,16.0,27.000000,09,27.15
21,0022100972,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,18.000000:22,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,4.0,1.0,18.000000,22,18.366666666666667
22,0022100972,1610612742,DAL,Dallas,202722,Davis Bertans,Davis,,,14.000000:16,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,9.0,14.000000,16,14.266666666666667
