,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,_min,_sec,min_sec
15,0022100807,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,36.000000:22,5.0,8.0,0.625,0.0,1.0,0.0,2.0,3.0,0.667,3.0,4.0,7.0,3.0,0.0,2.0,1.0,2.0,12.0,3.0,36.000000,22,36.36666666666667
16,0022100807,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,30.000000:27,9.0,14.0,0.643,4.0,5.0,0.8,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,4.0,5.0,22.0,8.0,30.000000,27,30.45
17,0022100807,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,27.000000:41,6.0,17.0,0.353,1.0,3.0,0.333,5.0,6.0,0.833,3.0,7.0,10.0,11.0,1.0,0.0,1.0,5.0,18.0,10.0,27.000000,41,27.683333333333334
18,0022100807,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,11.000000:38,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,11.000000,38,11.633333333333333
19,0022100807,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,23.000000:21,3.0,10.0,0.3,1.0,3.0,0.333,2.0,2.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,9.0,8.0,23.000000,21,23.35
20,0022100807,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,15.000000:10,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,7.0,1.0,15.000000,10,15.166666666666666
21,0022100807,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,15.000000:14,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,15.000000,14,15.233333333333333
12,0022100791,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,F,,36.000000:09,5.0,14.0,0.357,4.0,11.0,0.364,6.0,6.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,20.0,8.0,36.000000,09,36.15
13,0022100791,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,39.000000:23,5.0,12.0,0.417,3.0,8.0,0.375,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,13.0,14.0,39.000000,23,39.38333333333333
14,0022100791,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,34.000000:19,6.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,0.0,3.0,5.0,14.0,9.0,34.000000,19,34.31666666666667
15,0022100791,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,38.000000:35,7.0,15.0,0.467,1.0,4.0,0.25,4.0,5.0,0.8,1.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,19.0,1.0,38.000000,35,38.583333333333336
16,0022100791,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,40.000000:26,13.0,28.0,0.464,1.0,6.0,0.167,6.0,9.0,0.667,3.0,10.0,13.0,15.0,2.0,0.0,3.0,1.0,33.0,19.0,40.000000,26,40.43333333333333
17,0022100791,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,10.000000:53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,-1.0,10.000000,53,10.883333333333333
18,0022100791,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,18.000000:06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,-4.0,18.000000,06,18.1
19,0022100791,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,8.000000:01,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-6.0,8.000000,01,8.016666666666667
20,0022100791,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,11.000000:20,1.0,3.0,0.333,1.0,3.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.000000,20,11.333333333333334
21,0022100791,1610612742,DAL,Dallas,1626246,Boban Marjanovic,Boban,,,2.000000:48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.000000,48,2.8
14,0022100778,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,42.000000:37,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,2.0,3.0,-13.0,42.000000,37,42.61666666666667
15,0022100778,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,42.000000:14,4.0,9.0,0.444,2.0,6.0,0.333,0.0,0.0,0.0,4.0,4.0,8.0,2.0,3.0,4.0,0.0,2.0,10.0,0.0,42.000000,14,42.233333333333334
16,0022100778,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,12.000000:33,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,-1.0,12.000000,33,12.55
17,0022100778,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,42.000000:33,10.0,18.0,0.556,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0,0.0,6.0,5.0,20.0,3.0,42.000000,33,42.55
18,0022100778,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,42.000000:48,16.0,33.0,0.485,5.0,13.0,0.385,3.0,4.0,0.75,1.0,5.0,6.0,10.0,3.0,0.0,3.0,3.0,40.0,-17.0,42.000000,48,42.8
19,0022100778,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,14.000000:23,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,6.0,-7.0,14.000000,23,14.383333333333333
20,0022100778,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,38.000000:18,8.0,16.0,0.5,5.0,13.0,0.385,2.0,2.0,1.0,1.0,7.0,8.0,1.0,3.0,0.0,0.0,1.0,23.0,3.0,38.000000,18,38.3
21,0022100778,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,18.000000:34,2.0,6.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,2.0,18.000000,34,18.566666666666666
22,0022100778,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,10.000000:60,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,10.000000,60,11.0
0,0022100755,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,38.000000:47,3.0,9.0,0.333,3.0,6.0,0.5,1.0,2.0,0.5,2.0,3.0,5.0,2.0,0.0,1.0,2.0,4.0,10.0,6.0,38.000000,47,38.78333333333333
1,0022100755,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,27.000000:27,2.0,8.0,0.25,2.0,7.0,0.286,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,6.0,-10.0,27.000000,27,27.45
2,0022100755,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,21.000000:50,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,4.0,8.0,-1.0,21.000000,50,21.833333333333332
3,0022100755,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,35.000000:10,6.0,11.0,0.545,2.0,3.0,0.667,1.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,15.0,-5.0,35.000000,10,35.166666666666664
4,0022100755,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:34,13.0,22.0,0.591,4.0,9.0,0.444,4.0,6.0,0.667,0.0,12.0,12.0,11.0,1.0,0.0,6.0,3.0,34.0,11.0,37.000000,34,37.56666666666667
5,0022100755,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,31.000000:11,3.0,10.0,0.3,3.0,8.0,0.375,1.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,0.0,2.0,2.0,10.0,-1.0,31.000000,11,31.183333333333334
6,0022100755,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,21.000000:53,4.0,6.0,0.667,2.0,2.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,11.0,-3.0,21.000000,53,21.883333333333333
7,0022100755,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,18.000000:56,6.0,12.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,2.0,14.0,5.0,18.000000,56,18.933333333333334
8,0022100755,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,3.000000:23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-8.0,3.000000,23,3.3833333333333333
9,0022100755,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,3.000000:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.000000,49,3.8166666666666664
12,0022100746,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,28.000000:16,2.0,5.0,0.4,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,0.0,1.0,1.0,2.0,5.0,27.0,28.000000,16,28.266666666666666
13,0022100746,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,23.000000:28,5.0,9.0,0.556,3.0,5.0,0.6,2.0,2.0,1.0,2.0,12.0,14.0,1.0,1.0,0.0,0.0,3.0,15.0,11.0,23.000000,28,23.466666666666665
14,0022100746,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,11.000000:27,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,11.000000,27,11.45
15,0022100746,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,32.000000:24,6.0,12.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,13.0,13.0,32.000000,24,32.4
16,0022100746,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,31.000000:45,12.0,21.0,0.571,4.0,9.0,0.444,2.0,7.0,0.286,1.0,5.0,6.0,12.0,1.0,2.0,1.0,0.0,30.0,34.0,31.000000,45,31.75
17,0022100746,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,20.000000:12,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,10.0,13.0,20.000000,12,20.2
18,0022100746,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,24.000000:15,8.0,11.0,0.727,6.0,8.0,0.75,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,21.0,24.000000,15,24.25
19,0022100746,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,24.000000:10,4.0,6.0,0.667,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,12.0,10.0,24.000000,10,24.166666666666668
20,0022100746,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,17.000000:28,3.0,6.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,-2.0,17.000000,28,17.466666666666665
21,0022100746,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,16.000000:21,2.0,8.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,4.0,11.0,16.000000,21,16.35
22,0022100746,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,5.000000:07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,5.000000,07,5.116666666666666
23,0022100746,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,5.000000:07,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,5.000000,07,5.116666666666666
0,0022100732,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,28.000000:12,4.0,7.0,0.571,2.0,5.0,0.4,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,11.0,16.0,28.000000,12,28.2
1,0022100732,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,26.000000:41,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,2.0,12.0,1.0,26.000000,41,26.683333333333334
2,0022100732,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,27.000000:07,8.0,18.0,0.444,1.0,3.0,0.333,5.0,6.0,0.833,0.0,5.0,5.0,1.0,1.0,0.0,3.0,5.0,22.0,-2.0,27.000000,07,27.116666666666667
3,0022100732,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,34.000000:50,9.0,15.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,1.0,5.0,6.0,11.0,0.0,0.0,0.0,2.0,20.0,16.0,34.000000,50,34.833333333333336
4,0022100732,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:19,4.0,11.0,0.364,2.0,6.0,0.333,5.0,8.0,0.625,0.0,10.0,10.0,15.0,1.0,0.0,3.0,1.0,15.0,11.0,37.000000,19,37.31666666666667
5,0022100732,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,18.000000:29,5.0,5.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,2.0,3.0,5.0,0.0,2.0,1.0,0.0,4.0,15.0,23.0,18.000000,29,18.483333333333334
6,0022100732,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,24.000000:58,5.0,8.0,0.625,4.0,7.0,0.571,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,15.0,21.0,24.000000,58,24.966666666666665
7,0022100732,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,15.000000:10,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,9.0,2.0,15.000000,10,15.166666666666666
8,0022100732,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,7.000000:06,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.000000,06,7.1
9,0022100732,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,15.000000:12,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,10.0,15.000000,12,15.2
10,0022100732,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,2.000000:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000000,28,2.466666666666667
11,0022100732,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,2.000000:28,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000000,28,2.466666666666667
0,0022100720,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,26.000000:21,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,-13.0,26.000000,21,26.35
1,0022100720,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,23.000000:42,2.0,3.0,0.667,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,8.0,-12.0,23.000000,42,23.7
2,0022100720,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,25.000000:22,4.0,15.0,0.267,1.0,7.0,0.143,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,2.0,3.0,2.0,9.0,-17.0,25.000000,22,25.366666666666667
3,0022100720,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,36.000000:04,5.0,12.0,0.417,1.0,2.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,11.0,-22.0,36.000000,04,36.06666666666667
4,0022100720,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,26.000000:46,7.0,17.0,0.412,4.0,7.0,0.571,7.0,7.0,1.0,1.0,7.0,8.0,3.0,0.0,0.0,2.0,3.0,25.0,-19.0,26.000000,46,26.766666666666666
5,0022100720,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,4.000000:27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,4.000000,27,4.45
6,0022100720,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,10.000000:14,2.0,5.0,0.4,1.0,3.0,0.333,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,-4.0,10.000000,14,10.233333333333333
7,0022100720,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,23.000000:59,2.0,6.0,0.333,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,6.0,-16.0,23.000000,59,23.983333333333334
8,0022100720,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,21.000000:39,2.0,8.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,4.0,-25.0,21.000000,39,21.65
9,0022100720,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,18.000000:03,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,-23.0,18.000000,03,18.05
10,0022100720,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,8.000000:21,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,-14.0,8.000000,21,8.35
11,0022100720,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,7.000000:31,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-9.0,7.000000,31,7.516666666666667
12,0022100720,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,7.000000:31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.0,7.000000,31,7.516666666666667
13,0022100705,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,35.000000:30,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,3.0,4.0,7.0,4.0,2.0,2.0,1.0,2.0,9.0,12.0,35.000000,30,35.5
14,0022100705,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,23.000000:55,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,0.667,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,7.0,13.0,23.000000,55,23.916666666666668
15,0022100705,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,25.000000:36,6.0,11.0,0.545,2.0,7.0,0.286,1.0,3.0,0.333,1.0,7.0,8.0,2.0,0.0,6.0,0.0,6.0,15.0,15.0,25.000000,36,25.6
16,0022100705,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,30.000000:30,3.0,8.0,0.375,0.0,1.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,13.0,8.0,30.000000,30,30.5
17,0022100705,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,37.000000:60,13.0,25.0,0.52,2.0,7.0,0.286,9.0,12.0,0.75,2.0,9.0,11.0,9.0,3.0,1.0,5.0,2.0,37.0,15.0,37.000000,60,38.0
18,0022100705,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,20.000000:34,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,5.0,6.0,-5.0,20.000000,34,20.566666666666666
19,0022100705,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,26.000000:01,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,9.0,7.0,26.000000,01,26.016666666666666
20,0022100705,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,20.000000:55,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,20.000000,55,20.916666666666668
21,0022100705,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,14.000000:44,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,14.000000,44,14.733333333333333
22,0022100705,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,1.000000:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.000000,41,1.6833333333333333
23,0022100705,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,1.000000:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.000000,17,1.2833333333333332
24,0022100705,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,1.000000:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.000000,17,1.2833333333333332
13,0022100682,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,31.000000:60,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,1.0,4.0,5.0,-10.0,31.000000,60,32.0
14,0022100682,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,27.000000:08,3.0,9.0,0.333,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,2.0,2.0,9.0,-10.0,27.000000,08,27.133333333333333
15,0022100682,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,32.000000:17,7.0,15.0,0.467,2.0,4.0,0.5,2.0,2.0,1.0,2.0,9.0,11.0,1.0,0.0,2.0,1.0,5.0,18.0,-2.0,32.000000,17,32.28333333333333
16,0022100682,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,34.000000:45,8.0,13.0,0.615,1.0,2.0,0.5,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,6.0,3.0,19.0,-16.0,34.000000,45,34.75
17,0022100682,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:08,9.0,23.0,0.391,2.0,9.0,0.222,8.0,11.0,0.727,1.0,7.0,8.0,8.0,1.0,0.0,8.0,1.0,28.0,-7.0,38.000000,08,38.13333333333333
18,0022100682,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,14.000000:21,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,-2.0,14.000000,21,14.35
19,0022100682,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,28.000000:17,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,11.0,-6.0,28.000000,17,28.283333333333335
20,0022100682,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,20.000000:11,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,20.000000,11,20.183333333333334
21,0022100682,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,11.000000:11,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,11.000000,11,11.183333333333334
22,0022100682,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,1.000000:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.000000,42,1.7
11,0022100675,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,35.000000:02,4.0,11.0,0.364,1.0,6.0,0.167,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,0.0,1.0,1.0,9.0,6.0,35.000000,02,35.03333333333333
12,0022100675,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,24.000000:58,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,5.0,0.0,5.0,24.000000,58,24.966666666666665
13,0022100675,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,33.000000:28,5.0,10.0,0.5,0.0,2.0,0.0,8.0,8.0,1.0,1.0,6.0,7.0,2.0,1.0,0.0,5.0,0.0,18.0,-2.0,33.000000,28,33.46666666666667
14,0022100675,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,33.000000:13,4.0,11.0,0.364,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,8.0,4.0,33.000000,13,33.21666666666667
15,0022100675,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,42.000000:16,13.0,24.0,0.542,4.0,10.0,0.4,11.0,12.0,0.917,2.0,12.0,14.0,7.0,1.0,0.0,4.0,2.0,41.0,7.0,42.000000,16,42.266666666666666
